image,sigma,method,psnr,ssim
T1_sagittal_131.npy,0.15,DnCNN,27.880105925717395,0.8933501839637756
T1_sagittal_131.npy,0.15,RicianNet,27.168850724794716,0.8689104914665222
T1_sagittal_131.npy,0.15,Attention U-Net,26.698536555637805,0.8724598288536072
T1_sagittal_132.npy,0.15,Noisy,16.601175900833134,0.4372844994068146
T1_sagittal_132.npy,0.15,DnCNN,27.391558365721608,0.8763348460197449
T1_sagittal_132.npy,0.15,RicianNet,26.651449789134986,0.8519480228424072
T1_sagittal_132.npy,0.15,Attention U-Net,26.752782189948846,0.8678982257843018
T1_sagittal_135.npy,0.15,Noisy,16.682373058600227,0.4532642662525177
T1_sagittal_135.npy,0.15,DnCNN,27.50694525874095,0.8858502507209778
T1_sagittal_135.npy,0.15,RicianNet,26.781584850201053,0.8656092286109924
T1_sagittal_135.npy,0.15,Attention U-Net,26.598749772061403,0.8714583516120911
T1_sagittal_142.npy,0.15,Noisy,16.70357120688266,0.4618361294269562
T1_sagittal_142.npy,0.15,DnCNN,27.456366249294927,0.8785527944564819
T1_sagittal_142.npy,0.15,RicianNet,26.807104077351447,0.8582255244255066
T1_sagittal_142.npy,0.15,Attention U-Net,26.660820952250198,0.8682436943054199
T1_sagittal_149.npy,0.15,Noisy,16.73194497689105,0.4557865560054779
T1_sagittal_149.npy,0.15,DnCNN,27.57936209386434,0.8833726048469543
T1_sagittal_149.npy,0.15,RicianNet,26.979504551911916,0.8674076199531555
T1_sagittal_149.npy,0.15,Attention U-Net,27.039451196105194,0.869972825050354
T1_sagittal_152.npy,0.15,Noisy,16.724683826776104,0.4317607581615448
T1_sagittal_152.npy,0.15,DnCNN,27.931874607323355,0.8723238706588745
T1_sagittal_152.npy,0.15,RicianNet,27.87013635343604,0.868510901927948
T1_sagittal_152.npy,0.15,Attention U-Net,27.4235728159106,0.8662536144256592
T1_sagittal_156.npy,0.15,Noisy,16.764026230566827,0.40899139642715454
T1_sagittal_156.npy,0.15,DnCNN,28.853637698068766,0.8908056020736694
T1_sagittal_156.npy,0.15,RicianNet,28.245023965440737,0.8703634738922119
T1_sagittal_156.npy,0.15,Attention U-Net,27.80944115392124,0.8703536987304688
T1_sagittal_159.npy,0.15,Noisy,16.774885137102977,0.4079623818397522
T1_sagittal_159.npy,0.15,DnCNN,27.408566284318074,0.8537865281105042
T1_sagittal_159.npy,0.15,RicianNet,27.340830868955738,0.8409630060195923
T1_sagittal_159.npy,0.15,Attention U-Net,27.53658644003651,0.8512874841690063
T1_sagittal_166.npy,0.15,Noisy,16.949858485834405,0.2550392150878906
T1_sagittal_166.npy,0.15,DnCNN,29.09708289892885,0.8388206362724304
T1_sagittal_166.npy,0.15,RicianNet,29.655054607115844,0.8530792593955994
T1_sagittal_166.npy,0.15,Attention U-Net,28.37617763983026,0.8082402348518372
T1_sagittal_180.npy,0.15,Noisy,17.89064719294863,0.6721000075340271
T1_sagittal_180.npy,0.15,DnCNN,27.89107642957809,0.9501371383666992
T1_sagittal_180.npy,0.15,RicianNet,27.654348641142043,0.9445761442184448
T1_sagittal_180.npy,0.15,Attention U-Net,25.752379339289938,0.9201762676239014
T2_axial_007.npy,0.15,Noisy,17.007013489089495,0.444148451089859
T2_axial_007.npy,0.15,DnCNN,27.61136986444475,0.8742293119430542
T2_axial_007.npy,0.15,RicianNet,27.615932937901185,0.870315670967102
T2_axial_007.npy,0.15,Attention U-Net,26.607993894817646,0.8559477925300598
T2_axial_011.npy,0.15,Noisy,17.03006377350187,0.3388653099536896
T2_axial_011.npy,0.15,DnCNN,28.67597431803466,0.8578127026557922
T2_axial_011.npy,0.15,RicianNet,28.152412266643005,0.8400105237960815
T2_axial_011.npy,0.15,Attention U-Net,27.498417190340998,0.8239109516143799
T2_axial_018.npy,0.15,Noisy,16.790057804962064,0.4386850595474243
T2_axial_018.npy,0.15,DnCNN,25.75350120401327,0.8280288577079773
T2_axial_018.npy,0.15,RicianNet,26.328442674411686,0.8328152894973755
T2_axial_018.npy,0.15,Attention U-Net,25.966354779219174,0.8259978890419006
T2_axial_024.npy,0.15,Noisy,16.830382912964513,0.5764685273170471
T2_axial_024.npy,0.15,DnCNN,26.23168674818723,0.9003208875656128
T2_axial_024.npy,0.15,RicianNet,25.54536178444478,0.8916167616844177
T2_axial_024.npy,0.15,Attention U-Net,25.09996231152208,0.8820722103118896
T2_axial_025.npy,0.15,Noisy,16.702604546235893,0.581332802772522
T2_axial_025.npy,0.15,DnCNN,25.750526805384034,0.8914361000061035
T2_axial_025.npy,0.15,RicianNet,25.29328284965308,0.8840693235397339
T2_axial_025.npy,0.15,Attention U-Net,24.568122633753635,0.876406729221344
T2_axial_045.npy,0.15,Noisy,16.86276793702225,0.5621275305747986
T2_axial_045.npy,0.15,DnCNN,25.501265058363316,0.8882558941841125
T2_axial_045.npy,0.15,RicianNet,24.79737199095669,0.8790818452835083
T2_axial_045.npy,0.15,Attention U-Net,24.05608825469262,0.8610078692436218
T2_axial_054.npy,0.15,Noisy,16.90925761264005,0.515533447265625
T2_axial_054.npy,0.15,DnCNN,25.473525099115246,0.8760052919387817
T2_axial_054.npy,0.15,RicianNet,24.803831432211222,0.8662613034248352
T2_axial_054.npy,0.15,Attention U-Net,24.178726910959895,0.8528903126716614
T2_axial_062.npy,0.15,Noisy,16.92203305722505,0.5133546590805054
T2_axial_062.npy,0.15,DnCNN,25.670589322315323,0.8854985237121582
T2_axial_062.npy,0.15,RicianNet,24.834399883256616,0.8715153932571411
T2_axial_062.npy,0.15,Attention U-Net,24.007600774994586,0.8520718812942505
T2_axial_071.npy,0.15,Noisy,16.94466354639783,0.5036953091621399
T2_axial_071.npy,0.15,DnCNN,25.626939298059558,0.8914273977279663
T2_axial_071.npy,0.15,RicianNet,24.881141721451314,0.8756427764892578
T2_axial_071.npy,0.15,Attention U-Net,24.01051101106439,0.8550845980644226
T2_axial_077.npy,0.15,Noisy,16.99014143772856,0.5463651418685913
T2_axial_077.npy,0.15,DnCNN,25.411122606550876,0.9002593755722046
T2_axial_077.npy,0.15,RicianNet,24.682412218261764,0.8842241764068604
T2_axial_077.npy,0.15,Attention U-Net,24.03267014553689,0.8693432211875916
T2_axial_078.npy,0.15,Noisy,17.01997429781614,0.5538008809089661
T2_axial_078.npy,0.15,DnCNN,25.312792765536013,0.8974493145942688
T2_axial_078.npy,0.15,RicianNet,24.620351792777406,0.8833441734313965
T2_axial_078.npy,0.15,Attention U-Net,23.994190656896603,0.8693788051605225
T2_axial_089.npy,0.15,Noisy,17.212208258258368,0.6573479175567627
T2_axial_089.npy,0.15,DnCNN,24.682910076130824,0.9020863175392151
T2_axial_089.npy,0.15,RicianNet,24.093953679116815,0.8949145674705505
T2_axial_089.npy,0.15,Attention U-Net,23.395998703175607,0.8810063600540161
T2_axial_091.npy,0.15,Noisy,17.366600208769253,0.6577544212341309
T2_axial_091.npy,0.15,DnCNN,24.64174966365542,0.8972532153129578
T2_axial_091.npy,0.15,RicianNet,24.28061723278761,0.8939745426177979
T2_axial_091.npy,0.15,Attention U-Net,23.426200592578873,0.8764211535453796
T2_axial_093.npy,0.15,Noisy,17.04434968953892,0.645880937576294
T2_axial_093.npy,0.15,DnCNN,24.757217762951864,0.9021703600883484
T2_axial_093.npy,0.15,RicianNet,24.16533460414015,0.8928521275520325
T2_axial_093.npy,0.15,Attention U-Net,23.351409376400664,0.8769304156303406
T2_axial_095.npy,0.15,Noisy,16.952836460994874,0.5930852293968201
T2_axial_095.npy,0.15,DnCNN,25.001238649981175,0.8857523202896118
T2_axial_095.npy,0.15,RicianNet,24.345179132880205,0.8752585053443909
T2_axial_095.npy,0.15,Attention U-Net,23.629179603983896,0.8582851886749268
T2_axial_099.npy,0.15,Noisy,16.933545968878665,0.5722957849502563
T2_axial_099.npy,0.15,DnCNN,25.15900493324763,0.8786758184432983
T2_axial_099.npy,0.15,RicianNet,24.3828634422904,0.8659931421279907
T2_axial_099.npy,0.15,Attention U-Net,23.739351902091993,0.8519043326377869
T2_axial_103.npy,0.15,Noisy,16.900366945879767,0.5259796380996704
T2_axial_103.npy,0.15,DnCNN,25.40240654859199,0.8835703730583191
T2_axial_103.npy,0.15,RicianNet,24.688172429724254,0.8730143904685974
T2_axial_103.npy,0.15,Attention U-Net,24.07495915506509,0.8559937477111816
T2_axial_108.npy,0.15,Noisy,16.958838704595294,0.49907124042510986
T2_axial_108.npy,0.15,DnCNN,25.487208554393664,0.8848244547843933
T2_axial_108.npy,0.15,RicianNet,24.67075963685535,0.8675357699394226
T2_axial_108.npy,0.15,Attention U-Net,24.036389634350922,0.851198136806488
T2_axial_109.npy,0.15,Noisy,16.966854085560676,0.5015138983726501
T2_axial_109.npy,0.15,DnCNN,25.68292263206584,0.8909801840782166
T2_axial_109.npy,0.15,RicianNet,24.871518013006142,0.8771212100982666
T2_axial_109.npy,0.15,Attention U-Net,24.134657657110864,0.8564406037330627
T2_axial_119.npy,0.15,Noisy,16.846228840878023,0.511322021484375
T2_axial_119.npy,0.15,DnCNN,25.297586885827155,0.8815208673477173
T2_axial_119.npy,0.15,RicianNet,24.558595195774014,0.8664852380752563
T2_axial_119.npy,0.15,Attention U-Net,23.82734896069183,0.84690922498703
T2_axial_121.npy,0.15,Noisy,16.929165368365467,0.513262152671814
T2_axial_121.npy,0.15,DnCNN,25.459785444090606,0.8865380883216858
T2_axial_121.npy,0.15,RicianNet,24.74282559460676,0.8700862526893616
T2_axial_121.npy,0.15,Attention U-Net,23.941721247051284,0.8527770042419434
T2_axial_122.npy,0.15,Noisy,16.87547767616017,0.5127753615379333
T2_axial_122.npy,0.15,DnCNN,25.431348721723136,0.8870919942855835
T2_axial_122.npy,0.15,RicianNet,24.74043153002586,0.872334897518158
T2_axial_122.npy,0.15,Attention U-Net,23.914196560522342,0.8519720435142517
T2_axial_123.npy,0.15,Noisy,16.908498925102194,0.5175171494483948
T2_axial_123.npy,0.15,DnCNN,25.57926766092279,0.88862544298172
T2_axial_123.npy,0.15,RicianNet,24.77168660581907,0.8715972900390625
T2_axial_123.npy,0.15,Attention U-Net,23.9682745816272,0.8549841642379761
T2_axial_134.npy,0.15,Noisy,16.888842347578112,0.5780560970306396
T2_axial_134.npy,0.15,DnCNN,25.536223696781896,0.901007890701294
T2_axial_134.npy,0.15,RicianNet,24.83787599481218,0.8870664834976196
T2_axial_134.npy,0.15,Attention U-Net,23.937935694945836,0.8712350726127625
T2_axial_143.npy,0.15,Noisy,16.887490635611353,0.6153143644332886
T2_axial_143.npy,0.15,DnCNN,25.32367537902539,0.8967512845993042
T2_axial_143.npy,0.15,RicianNet,24.637754160709008,0.8874779343605042
T2_axial_143.npy,0.15,Attention U-Net,23.943868995507692,0.8764065504074097
T2_axial_146.npy,0.15,Noisy,16.8098627073056,0.6081295609474182
T2_axial_146.npy,0.15,DnCNN,25.50701275697979,0.9003467559814453
T2_axial_146.npy,0.15,RicianNet,24.938171502798994,0.8911634087562561
T2_axial_146.npy,0.15,Attention U-Net,24.00344115524205,0.8738973736763
T2_axial_150.npy,0.15,Noisy,16.782087723887194,0.6101409792900085
T2_axial_150.npy,0.15,DnCNN,25.549509817038963,0.8973326683044434
T2_axial_150.npy,0.15,RicianNet,24.969802552584525,0.8908247351646423
T2_axial_150.npy,0.15,Attention U-Net,24.229614404674944,0.8772571086883545
T2_axial_156.npy,0.15,Noisy,16.777356056223926,0.5915677547454834
T2_axial_156.npy,0.15,DnCNN,25.72107137561792,0.8974359035491943
T2_axial_156.npy,0.15,RicianNet,25.368863749276635,0.8916921615600586
T2_axial_156.npy,0.15,Attention U-Net,24.590457833321903,0.8796742558479309
T2_axial_158.npy,0.15,Noisy,16.637096834290816,0.579330325126648
T2_axial_158.npy,0.15,DnCNN,25.890915026319856,0.8998041152954102
T2_axial_158.npy,0.15,RicianNet,25.408145992323448,0.8937042951583862
T2_axial_158.npy,0.15,Attention U-Net,24.722685374897168,0.8792619705200195
T2_axial_167.npy,0.15,Noisy,17.06783507415157,0.3610537648200989
T2_axial_167.npy,0.15,DnCNN,24.26168433417341,0.7445642948150635
T2_axial_167.npy,0.15,RicianNet,26.560455286773035,0.7830269932746887
T2_axial_167.npy,0.15,Attention U-Net,26.51882587225149,0.7919918298721313
T2_axial_178.npy,0.15,Noisy,17.079748206698355,0.7265872955322266
T2_axial_178.npy,0.15,DnCNN,24.384667767268976,0.9232174754142761
T2_axial_178.npy,0.15,RicianNet,24.24434583359087,0.9235085844993591
T2_axial_178.npy,0.15,Attention U-Net,23.344714397168772,0.9050660729408264
T2_coronal_007.npy,0.15,Noisy,17.230217354223644,0.47140413522720337
T2_coronal_007.npy,0.15,DnCNN,27.418177133607212,0.8798336982727051
T2_coronal_007.npy,0.15,RicianNet,26.935800545178097,0.8736190795898438
T2_coronal_007.npy,0.15,Attention U-Net,26.955422296092006,0.8730754852294922
T2_coronal_008.npy,0.15,Noisy,17.264558761905203,0.5023971796035767
T2_coronal_008.npy,0.15,DnCNN,27.172460016766948,0.8997230529785156
T2_coronal_008.npy,0.15,RicianNet,27.22217855305931,0.9016431570053101
T2_coronal_008.npy,0.15,Attention U-Net,27.026341562803506,0.8975330591201782
T2_coronal_009.npy,0.15,Noisy,17.218477412417386,0.4914311468601227
T2_coronal_009.npy,0.15,DnCNN,27.65726083156585,0.8968201279640198
T2_coronal_009.npy,0.15,RicianNet,27.31744393067195,0.8905856609344482
T2_coronal_009.npy,0.15,Attention U-Net,27.092912915375493,0.8884621262550354
T2_coronal_014.npy,0.15,Noisy,17.173321630124935,0.6115606427192688
T2_coronal_014.npy,0.15,DnCNN,26.824077455819616,0.9126846790313721
T2_coronal_014.npy,0.15,RicianNet,26.68685707655996,0.9114856123924255
T2_coronal_014.npy,0.15,Attention U-Net,25.983758388698103,0.8992195129394531
T2_coronal_017.npy,0.15,Noisy,16.84858642967113,0.6795718669891357
T2_coronal_017.npy,0.15,DnCNN,25.87550345191648,0.9311597347259521
T2_coronal_017.npy,0.15,RicianNet,25.71402440340371,0.93256676197052
T2_coronal_017.npy,0.15,Attention U-Net,24.992242556402022,0.9194979667663574
T2_coronal_018.npy,0.15,Noisy,16.987738507967876,0.6790684461593628
T2_coronal_018.npy,0.15,DnCNN,25.727017872526655,0.9191913604736328
T2_coronal_018.npy,0.15,RicianNet,25.561038527929814,0.9187856912612915
T2_coronal_018.npy,0.15,Attention U-Net,24.7172012960638,0.9034659266471863
T2_coronal_023.npy,0.15,Noisy,17.09502997201503,0.7153558731079102
T2_coronal_023.npy,0.15,DnCNN,25.464927517279044,0.9330421686172485
T2_coronal_023.npy,0.15,RicianNet,25.114300871670547,0.9298157691955566
T2_coronal_023.npy,0.15,Attention U-Net,24.378531739768924,0.9178056716918945
T2_coronal_037.npy,0.15,Noisy,16.87558483708838,0.6435472369194031
T2_coronal_037.npy,0.15,DnCNN,25.451281689556602,0.9137662053108215
T2_coronal_037.npy,0.15,RicianNet,24.965245956255284,0.9074320793151855
T2_coronal_037.npy,0.15,Attention U-Net,24.38403673708216,0.8979975581169128
T2_coronal_039.npy,0.15,Noisy,16.80418984835272,0.6276482343673706
T2_coronal_039.npy,0.15,DnCNN,25.575007530105633,0.9111316204071045
T2_coronal_039.npy,0.15,RicianNet,25.15083825645671,0.9047171473503113
T2_coronal_039.npy,0.15,Attention U-Net,24.642137755244967,0.898533821105957
T2_coronal_041.npy,0.15,Noisy,16.837514959918913,0.610331118106842
T2_coronal_041.npy,0.15,DnCNN,25.720186198507555,0.906312882900238
T2_coronal_041.npy,0.15,RicianNet,25.354986094883692,0.8998783230781555
T2_coronal_041.npy,0.15,Attention U-Net,24.575018306708994,0.889528751373291
T2_coronal_043.npy,0.15,Noisy,16.831156152593817,0.5944926738739014
T2_coronal_043.npy,0.15,DnCNN,25.594691628551733,0.8986180424690247
T2_coronal_043.npy,0.15,RicianNet,25.11964934314347,0.8905983567237854
T2_coronal_043.npy,0.15,Attention U-Net,24.50744339385796,0.88057541847229
T2_coronal_051.npy,0.15,Noisy,16.873572071593177,0.5828619003295898
T2_coronal_051.npy,0.15,DnCNN,25.658667514362733,0.9009340405464172
T2_coronal_051.npy,0.15,RicianNet,25.03948358841706,0.8871545791625977
T2_coronal_051.npy,0.15,Attention U-Net,24.181460176293164,0.8752278089523315
T2_coronal_081.npy,0.15,Noisy,16.960105549173793,0.5390475988388062
T2_coronal_081.npy,0.15,DnCNN,25.747978724150023,0.8929142355918884
T2_coronal_081.npy,0.15,RicianNet,24.893618422253233,0.8761330246925354
T2_coronal_081.npy,0.15,Attention U-Net,24.294579392155224,0.8639742732048035
T2_coronal_088.npy,0.15,Noisy,16.906649410488296,0.5362263917922974
T2_coronal_088.npy,0.15,DnCNN,25.634679963922192,0.8940554261207581
T2_coronal_088.npy,0.15,RicianNet,24.824190875585025,0.8760709762573242
T2_coronal_088.npy,0.15,Attention U-Net,24.20003676577835,0.8645766377449036
T2_coronal_091.npy,0.15,Noisy,16.91106097028371,0.5419504642486572
T2_coronal_091.npy,0.15,DnCNN,25.685540653728303,0.8987768292427063
T2_coronal_091.npy,0.15,RicianNet,24.933792502858587,0.8831579685211182
T2_coronal_091.npy,0.15,Attention U-Net,24.227341239111805,0.8704356551170349
T2_coronal_092.npy,0.15,Noisy,16.898120883144085,0.536126434803009
T2_coronal_092.npy,0.15,DnCNN,25.61114439271627,0.8897563815116882
T2_coronal_092.npy,0.15,RicianNet,24.86000482523027,0.8754931688308716
T2_coronal_092.npy,0.15,Attention U-Net,24.194145334031973,0.8626298904418945
T2_coronal_096.npy,0.15,Noisy,16.927945796281136,0.5431293249130249
T2_coronal_096.npy,0.15,DnCNN,25.588205775839885,0.8950073719024658
T2_coronal_096.npy,0.15,RicianNet,24.81799209262908,0.8815610408782959
T2_coronal_096.npy,0.15,Attention U-Net,24.033588968527575,0.8646919131278992
T2_coronal_097.npy,0.15,Noisy,16.918813884960343,0.5419771075248718
T2_coronal_097.npy,0.15,DnCNN,25.549207539888705,0.8946484923362732
T2_coronal_097.npy,0.15,RicianNet,24.62418761368699,0.8739308714866638
T2_coronal_097.npy,0.15,Attention U-Net,23.937417417331677,0.8593378067016602
T2_coronal_098.npy,0.15,Noisy,16.94385462437637,0.5388504266738892
T2_coronal_098.npy,0.15,DnCNN,25.698785938690957,0.8976043462753296
T2_coronal_098.npy,0.15,RicianNet,24.821182589115974,0.881817102432251
T2_coronal_098.npy,0.15,Attention U-Net,24.08946916696618,0.8644241094589233
T2_coronal_099.npy,0.15,Noisy,16.902022328431936,0.5324591398239136
T2_coronal_099.npy,0.15,DnCNN,25.615384502512846,0.8960928320884705
T2_coronal_099.npy,0.15,RicianNet,24.666640530885672,0.8787211775779724
T2_coronal_099.npy,0.15,Attention U-Net,24.162620958239096,0.8667385578155518
T2_coronal_107.npy,0.15,Noisy,16.90703512406742,0.5321123003959656
T2_coronal_107.npy,0.15,DnCNN,25.74086789195968,0.8957551717758179
T2_coronal_107.npy,0.15,RicianNet,24.769999510044755,0.8764591217041016
T2_coronal_107.npy,0.15,Attention U-Net,24.056462379398265,0.8606374263763428
T2_coronal_109.npy,0.15,Noisy,16.949786346989548,0.5346379280090332
T2_coronal_109.npy,0.15,DnCNN,25.541960279614354,0.8848131895065308
T2_coronal_109.npy,0.15,RicianNet,24.707044393895792,0.8735389113426208
T2_coronal_109.npy,0.15,Attention U-Net,23.956099400996376,0.8591851592063904
T2_coronal_112.npy,0.15,Noisy,17.016351674946428,0.5372776389122009
T2_coronal_112.npy,0.15,DnCNN,25.569571663433067,0.8996107578277588
T2_coronal_112.npy,0.15,RicianNet,24.729188418270596,0.8801097273826599
T2_coronal_112.npy,0.15,Attention U-Net,23.94776964350804,0.8686007261276245
T2_coronal_116.npy,0.15,Noisy,16.98122751983671,0.5293178558349609
T2_coronal_116.npy,0.15,DnCNN,25.401603631411056,0.8932364583015442
T2_coronal_116.npy,0.15,RicianNet,24.49111097468675,0.8738274574279785
T2_coronal_116.npy,0.15,Attention U-Net,23.828811337480907,0.8621341586112976
T2_coronal_118.npy,0.15,Noisy,16.950583547768346,0.5301207304000854
T2_coronal_118.npy,0.15,DnCNN,25.467146353596796,0.8947733044624329
T2_coronal_118.npy,0.15,RicianNet,24.572276805081046,0.876720666885376
T2_coronal_118.npy,0.15,Attention U-Net,23.871908872805506,0.8660715818405151
T2_coronal_123.npy,0.15,Noisy,16.98356868715629,0.525326132774353
T2_coronal_123.npy,0.15,DnCNN,25.73147713449311,0.8969074487686157
T2_coronal_123.npy,0.15,RicianNet,24.848144124140944,0.8798827528953552
T2_coronal_123.npy,0.15,Attention U-Net,23.88207281309329,0.8594307899475098
T2_coronal_127.npy,0.15,Noisy,16.871042667017605,0.5358891487121582
T2_coronal_127.npy,0.15,DnCNN,25.701947975075832,0.8976611495018005
T2_coronal_127.npy,0.15,RicianNet,24.718482882515637,0.8814154267311096
T2_coronal_127.npy,0.15,Attention U-Net,23.656619006118632,0.8604585528373718
T2_coronal_133.npy,0.15,Noisy,16.981521408790414,0.5745550394058228
T2_coronal_133.npy,0.15,DnCNN,25.57183185990786,0.9070936441421509
T2_coronal_133.npy,0.15,RicianNet,24.703288222166442,0.8914507031440735
T2_coronal_133.npy,0.15,Attention U-Net,23.81932223146704,0.8768538236618042
T2_coronal_138.npy,0.15,Noisy,17.10573337058684,0.5566667318344116
T2_coronal_138.npy,0.15,DnCNN,25.573138628098487,0.893869936466217
T2_coronal_138.npy,0.15,RicianNet,24.632678265713174,0.8735752701759338
T2_coronal_138.npy,0.15,Attention U-Net,23.76155168888253,0.858697235584259
T2_coronal_139.npy,0.15,Noisy,17.037454801920788,0.5636259317398071
T2_coronal_139.npy,0.15,DnCNN,25.495210644623523,0.897356390953064
